,vellore,Latitude,Longitude,Date,TDS,Nitrates,Ca,Mg,Na,K,Cl,SO4,F,pH,wqi,quality
1993,,"12°57'30""","79°17'00""",17-06-2015,366,2,20,21,92,4,60,26,0.43,8.2,44.76991893,Good
1994,,"12°52'27""","79°23'50""",18-06-2015,384.519457,8,24,29,357,10,362,84,0.75,8.6,77.02340745,Very poor
1995,,"12°55'05""","79°03'00""",19-06-2015,925,1,20,85,207,4,319,124,1.16,8.5,107.5225846,Not suitable
1996,,"12°55'05""","79°03'00""",20-06-2015,952,3,18,85,230,4,323,63,0.65,8.5,67.87307214,Poor
1997,,"12°47'30""","78°52'48""",21-06-2015,747,11,20,62,150,30,71,109,1.08,8.5,114.0361156,Not suitable
1998,,"12°47'35""","78°53'00""",22-06-2015,451,2,18,34,104,4,99,49,0.75,8.5,72.26606711,Poor
1999,,"12°50'38""","78°55'49""",23-06-2015,626,4,20,72,115,2,138,72,1.06,8.5,97.52887252,Very poor
2000,,"12°46'43""","78°56'11""",24-06-2015,662,4,18,64,150,2,149,30,2.1,8.3,176.7733067,Not suitable
2001,,"12°42'17""","78°48'58""",25-06-2015,774,3,12,50,207,16,145,75,1.01,8.7,101.3698369,Not suitable
2002,,"12°53'35""","79°22'15""",26-06-2015,384.519457,4,36,97,254,5,468,120,0.45,8.4,53.29812346,Poor
2003,,"13°01'45""","78°51'55""",27-06-2015,685,7,18,34,138,5.964226244,103,96,0.39,8.7,46.95913005,Good
2004,,"12°59'35""","78°44'45""",28-06-2015,384.519457,58,48,61,354,4,340,204,0.55,8.1,59.24415117,Poor
2005,,"12°57'20""","78°47'05""",29-06-2015,498,13,14,32,123,5,78,43,0.38,8.5,44.31136701,Good
2006,,"12°49'00""","78°44'10""",30-06-2015,821,10,28,62,183,5,362,67,0.43,8.2,48.61149272,Good
2007,,"12°53'20""","78°46'00""",01-07-2015,436,3,22,30,92,6,57,94,1.8,8.1,152.4392719,Not suitable
2008,,"12°59'45""","78°54'40""",02-07-2015,621,15,16,52,129,8,174,72,0.43,8.2,49.345974,Good
2009,,"13°01'50""","78°10'48""",03-07-2015,384.519457,35,20,73,292,6,305,83,0.59,8.1,62.43445107,Poor
2010,,"13°10'05""","79°40'40""",04-07-2015,384.519457,78,74,62,426,5.964226244,189.0329095,182,0.85,8,84.12282944,Very poor
2011,,"13°05'20""","79°31'00""",05-07-2015,244,3,10,30,37,3,43,22,0.49,8,47.87057084,Good
2012,,"12°57'40""","79°32'05""",06-07-2015,384.519457,6,56,52.24729367,322,5,189.0329095,206,1.25,7.8,109.805094,Not suitable
2013,,"13°02'20""","79°37'40""",07-07-2015,382,10,16,50,46,1,124,46,0.84,7.9,74.98668359,Poor
2014,,"13°00'30""","79°29'30""",08-07-2015,249,1,12,18,58,4,21,19,1.2,8.1,103.575182,Not suitable
2015,,"12°59'51""","79°28'25""",09-07-2015,687,5,22,73,124,3,280,86,0.63,7.9,61.32166728,Poor
2016,,"13°05'02""","79°43'10""",10-07-2015,384.519457,13,32,7,386,5.964226244,199,106,1.12,8.7,103.277913,Not suitable
2017,,"13°02'23""","79°40'06""",11-07-2015,688,4,8,32,216,2,177,37,1.05,8.5,94.72119988,Very poor
2018,,"13°08'56""","79°42'17""",12-07-2015,384.519457,60,40,54,393,5.964226244,383,180,1.56,8.6,141.5960611,Not suitable
2019,,"13°08'29""","79°36'40""",13-07-2015,834,4,32,66,173,7,284,154,0.89,7.9,83.69035327,Very poor
2020,,"13°11'19""","79°39'18""",14-07-2015,262,3,22,7,67,4,39,12,0.04,8.2,13.65159637,Excellent
2021,,"12°53'27""","79°30'50""",15-07-2015,384.519457,8,8,146,490,26,189.0329095,168,0.9,8,99.68864831,Very poor
2022,,"12°58'10""","79°04'10""",16-07-2015,384.519457,20,128,12,414,22,284,254,0.35,8.5,53.08230185,Poor
2023,,"12°53'20""","78°46'00""",17-07-2015,384.519457,62,200,52.24729367,97,16,362,336,0.84,8.2,90.42195982,Very poor
2024,,"12°59'45""","78°54'40""",18-07-2015,776,4,50,62,154,4,163,115,1.14,7.8,100.6776059,Not suitable
2025,,"12°55'05""","79°03'00""",19-07-2015,384.519457,39,120,58,368,5.964226244,489,269,0.2,7.9,32.29004817,Good
2026,,"12°55'05""","79°03'00""",20-07-2015,384.519457,4,96,141,186.7503982,4,189.0329095,230,1.55,7.8,137.4475805,Not suitable
2027,,"12°53'35""","79°22'15""",21-07-2015,384.519457,2,80,100,207,5,411,144,0.98,7.8,91.41776374,Very poor
2028,,"13°01'45""","78°51'55""",22-07-2015,572,3,34,17,163,5,85,72,1.34,8.3,117.018525,Not suitable
2029,,"12°59'35""","78°44'45""",23-07-2015,475,2,40,31,97,4,53,58,1.12,7.9,97.47992768,Very poor
2030,,"12°57'20""","78°47'05""",24-07-2015,747,23,62,50,138,5,117,72,1.84,8,156.9846333,Not suitable
2031,,"12°49'00""","78°44'10""",25-07-2015,843,6,100,61,127,4,284,60,0.99,8.2,92.20173852,Very poor
2032,,"12°47'35""","78°53'00""",26-07-2015,811,16,30,61,175,6,188,122,1,8.4,94.75604097,Very poor
2033,,"12°50'38""","78°55'49""",27-07-2015,384.519457,16,44,85,248,4,277,211,1.5,8.5,134.8663557,Not suitable
2034,,"12°46'43""","78°56'11""",28-07-2015,690,6,90,62,81,13,149,121.0057919,1.56,8.7,144.1434639,Not suitable
2035,,"12°42'17""","78°48'58""",29-07-2015,384.519457,67,56,52.24729367,219,6,440,240,1.44,8.4,131.2883973,Not suitable
2036,,"12°47'30""","78°52'48""",30-07-2015,582,4,50,54,90,4,92,82,1.37,8.4,121.4848134,Not suitable
2037,,"12°50'40""","79°06'40""",31-07-2015,384.519457,48,160,141,196,4,189.0329095,276,0.28,7.8,41.34585344,Good
2038,,"12°51'54""","79°03'43""",01-08-2015,384.519457,19,80,73,460,32,189.0329095,324,1.1,8.5,119.3498836,Not suitable
2039,,"12°45'15""","79°09'18""",02-08-2015,384.519457,24,96,136,221,7,189.0329095,228,0.65,8.3,72.69826714,Poor
2040,,"12°45'10""","79°09'10""",03-08-2015,936,20,68,126,81,4,248,125,1.12,8.1,105.1626895,Not suitable
2041,,"12°51'50""","79°03'40""",04-08-2015,384.519457,6,40,95,258,3,397,161,1.35,8.3,121.611242,Not suitable
2042,,"12°56'33""","79°11'49""",05-08-2015,384.519457,42,52,63,285,16,333,209,0.82,8.3,87.35165969,Very poor
2043,,"12°39'30""","79°23'42""",06-08-2015,912,10,92,49,92,5.964226244,220,60,1,7.5,89.06522885,Very poor
2044,,"12°46'00""","79°23'05""",07-08-2015,384.519457,17,76,75,230,16,298,204,0.51,7.6,58.80941371,Poor
2045,,"12°48'00""","79°21'25""",08-08-2015,384.519457,22,76,58,322,25,333,72,0.31,8.3,51.71365071,Poor
2046,,"12°45'25""","79°18'35""",09-08-2015,817,26,92,50,115,5,245,106,0.06,7.8,18.05616782,Excellent
2047,,"12°52'35""","79°15'45""",10-08-2015,516,4,50,33,99,5,89,67,0.46,8.5,50.74671961,Poor
2048,,"12°48'40""","79°14'15""",11-08-2015,734,11,36,26,196,3,152,129,1.16,8.2,102.4182187,Not suitable
2049,,"12°51'55""","79°22'25""",12-08-2015,492,4,58,36,71,5,128,48,0.8,7.7,72.53160306,Poor
2050,,"12°45'35""","79°18'35""",13-08-2015,793,24,110,56,85,4,245,80,0.33,7.7,38.28052249,Good
2051,,"12°48'50""","79°14'50""",14-08-2015,641,10,36,38,145,1,145,91,1.1,8.2,97.05984231,Very poor
2052,,"12°46'10""","79°25'20""",15-08-2015,384.519457,10,92,66,253,5.964226244,383,151,0.3,8.4,41.49154756,Good
2053,,"12°58'00""","79°03'00""",16-08-2015,514,1,36,24,122,5,106,67,0.27,8.2,33.43074625,Good
2054,,"12°58'05""","79°12'25""",17-08-2015,384.519457,45,100,17,186.7503982,6,189.0329095,134,0.95,7.7,86.30840953,Very poor
2055,,"12°59'51""","79°28'25""",18-08-2015,384.519457,2,160,51,357,3,189.0329095,199,0.75,7.8,71.11750378,Poor
2056,,"13°01'50""","78°10'48""",19-08-2015,384.519457,17,96,83,230,8,305,233,0.87,7.6,83.23066228,Very poor
2057,,"13°06'25""","79°25'25""",20-08-2015,633,6,54,46,113,4,138,93,0.48,8.5,52.73315696,Poor
2058,,"12°57'30""","79°17'00""",21-08-2015,384.519457,49,84,85,173,5.964226244,284,108,0.11,7.6,23.86258654,Excellent
2059,,"13°05'02""","79°43'10""",22-08-2015,384.519457,12,40,32,230,5.964226244,128,132,1.22,8.4,110.2420463,Not suitable
2060,,"13°02'23""","79°40'06""",23-08-2015,384.519457,15,88,68,186.7503982,5.964226244,189.0329095,350,1.36,8.3,123.495879,Not suitable
2061,,"13°08'56""","79°42'17""",24-08-2015,384.519457,17,84,54,322,5.964226244,298,271,0.93,8.3,89.62680048,Very poor
2062,,"13°08'29""","79°36'40""",25-08-2015,384.519457,8,136,80,246,9,432,252,0.78,7.7,77.652043,Very poor
2063,,"13°11'19""","79°39'18""",26-08-2015,809,6,130,34,115,2,287,95,0.36,7.6,37.50703592,Good
2064,,"12°55'00""","79°12'00""",27-08-2015,532,2,38,30,115,7,149,78,0.5,8.5,54.66717264,Poor
2065,,"12°59'80""","79°18'10""",28-08-2015,518,1,50,21,115,5,96,62,0.67,8.1,63.9335942,Poor
2066,,"13°02'45""","79°24'10""",29-08-2015,835,10,84,60,124,4,277,144,0.49,7.9,51.48187516,Poor
2067,,"12°58'05""","79°12'25""",30-08-2015,384.519457,42,60,51,476,4,189.0329095,216,1.3,7.8,114.8416024,Not suitable
2068,,"13°10'05""","79°40'40""",31-08-2015,384.519457,69,58.75113122,126,186.7503982,9,189.0329095,121.0057919,0.65,7.4,68.75059245,Poor
2069,,"12°53'35""","79°22'15""",01-09-2015,384.519457,39,112,83,196,4,277,168,0.78,8.5,80.42486382,Very poor
2070,,"13°05'20""","79°31'00""",02-09-2015,368,5,52,22,51,2,53,53,0.48,7.9,46.31204586,Good
2071,,"12°57'40""","79°32'05""",03-09-2015,666,4,70,12,166,2,167,73,0.83,7.7,72.49233001,Poor
2072,,"13°01'30""","79°02'20""",04-09-2015,451,2,28,24,110,3,46,48,1.28,8.3,111.2873269,Not suitable
2073,,"12°58'10""","79°04'10""",05-09-2015,384.519457,13,160,95,168,7,189.0329095,180,0.67,7.7,68.75296114,Poor
2074,,"13°02'20""","79°37'40""",06-09-2015,411,3,72,30,41,1,67,34,0.52,8.2,51.30883696,Poor
2075,,"12°58'40""","79°24'35""",07-09-2015,791,10,86,44,136,4,277,96,0.38,7.9,42.06045785,Good
2076,,"13°06'50""","79°25'20""",08-09-2015,384.519457,42,48,56,276,4,326,132,0.46,8,50.48029727,Poor
2077,,"13°01'45""","79°14'00""",09-09-2015,668,16,88,45,92,10,135,29,0.59,8,62.14733549,Poor
2078,,"13°00'30""","79°29'30""",10-09-2015,384.519457,3,144,32,345,4,461,336,1.62,7.5,136.8465195,Not suitable
2079,,"13°03'15""","79°20'00""",11-09-2015,384.519457,42,100,56,288,4,277,156,0.99,8.4,94.8559583,Very poor
2080,,"12°52'27""","79°23'50""",12-09-2015,531,2,38,24,124,5,142,83,0.53,8.5,55.625288,Poor
2081,,"12°50'40""","79°06'40""",13-09-2015,384.519457,29,58.75113122,58,207,11,397,216,0.46,7.4,50.43893848,Poor
2082,,"12°51'54""","79°03'43""",14-09-2015,384.519457,7,76,114,472,12,189.0329095,326,0.96,7.8,95.02746158,Very poor
2083,,"12°45'15""","79°09'18""",15-09-2015,888,6,96,64,138,4,209,134,0.8,8,76.36324011,Very poor
2084,,"12°45'10""","79°09'10""",16-09-2015,852,5,84,112,69,5,206,110,1.08,7.7,98.94647439,Very poor
2085,,"12°51'50""","79°03'40""",17-09-2015,384.519457,3,88,112,276,4,390,196,1.55,7.7,135.5558014,Not suitable
2086,,"12°58'00""","79°03'00""",18-09-2015,646,4,52,38,138,6,121,60,0.45,7.6,45.45163223,Good
2087,,"12°58'05""","79°12'25""",19-09-2015,682,4,50,62,115,7,188,81,0.5,8.2,54.83895598,Poor
2088,,"13°06'25""","79°25'25""",20-09-2015,874,12,64,66,161,4,213,102,0.34,7.7,38.64719763,Good
2089,,"12°59'40""","79°25'28""",21-09-2015,384.519457,38,120,97,414,5.964226244,189.0329095,247,0.12,7.5,25.29432543,Good
2090,,"12°57'30""","79°17'00""",22-09-2015,384.519457,46,160,46,311,5.964226244,326,192,0.2,7.2,27.78670864,Good
2091,,"12°55'00""","79°12'00""",23-09-2015,659,3,70,30,127,5,213,82,0.49,8.2,51.60904028,Poor
2092,,"12°59'80""","79°18'10""",24-09-2015,610,4,24,50,138,7,117,49,0.14,7.7,22.69518254,Excellent
2093,,"13°02'45""","79°24'10""",25-09-2015,966,1,120,56,161,7,312,101,0.14,7.3,22.25747367,Excellent
2094,,"12°58'05""","79°12'25""",26-09-2015,925,2,88,46,196,5,312,101,0.08,7.5,16.86397499,Excellent
2095,,"12°53'35""","79°22'15""",27-09-2015,384.519457,38,72,80,230,5.964226244,326,134,0.05,7.3,16.72257795,Excellent
2096,,"13°01'30""","79°02'20""",28-09-2015,722,5,36,49,161,7,223,77,0.26,8,34.26470269,Good
2097,,"12°58'10""","79°04'10""",29-09-2015,702,4,28,51,161,7,213,72,0.26,7.8,32.97304802,Good
2098,,"12°58'40""","79°24'35""",30-09-2015,549,13.17692308,42,43,108,7,50,58,0.4,7.4,41.17682285,Good
2099,,"13°06'50""","79°25'20""",01-10-2015,384.519457,21,96,113,357,5,496,218,0.02,7.3,15.84772925,Excellent
2100,,"13°01'45""","79°14'00""",02-10-2015,384.519457,27,56,56,299,33,248,132,0.02,7.9,30.79614762,Good
2101,,"13°03'15""","79°20'00""",03-10-2015,384.519457,24,104,66,219,32,255,127,0.08,7.6,34.00461235,Good
2102,,"12°52'27""","79°23'50""",04-10-2015,685,4,50,57,120,7,202,82,0.37,7.8,42.05967237,Good
2103,,"12°39'30""","79°23'42""",05-10-2015,739,13.17692308,26,51,184,8,227,72,0.36,7.2,38.02868472,Good
2104,,"12°48'00""","79°21'25""",06-10-2015,384.519457,14,44,49,322,2,319,163,0.58,7.9,56.75784327,Poor
2105,,"12°45'25""","79°18'35""",07-10-2015,988,14,84,36,230,4,234,94,0.21,7.6,26.90860727,Good
2106,,"12°52'35""","79°15'45""",08-10-2015,676,9,40,100,69,3,142,87,0.44,7.6,46.23762212,Good
2107,,"12°48'40""","79°14'15""",09-10-2015,590,7,54,46,92,23,138,7,0.42,7.6,52.6890651,Poor
2108,,"12°51'55""","79°22'25""",10-10-2015,384.519457,15,58.75113122,109,186.7503982,4,189.0329095,264,0.08,7.3,18.37957225,Excellent
2109,,"12°45'35""","79°18'35""",11-10-2015,860,14,100,61,127,4,227,77,0.05,7.4,14.48789191,Excellent
2110,,"12°46'10""","79°25'20""",12-10-2015,384.519457,4,152,52.24729367,219,4,189.0329095,106,0.08,7.8,19.17065318,Excellent
2111,,"12°59'45""","78°54'40""",13-10-2015,876,12,44,80,173,4,110,104,2.17,8.2,184.3613454,Not suitable
2112,,"12°56'33""","79°11'49""",14-10-2015,751,2,76,34,150,5,220,123,0.37,7.9,40.84473417,Good
2113,,"12°55'05""","79°03'00""",15-10-2015,384.519457,5,164,75,322,5.964226244,189.0329095,173,0.1,7.6,22.25532263,Excellent
2114,,"12°55'05""","79°03'00""",16-10-2015,384.519457,4,160,75,322,5.964226244,189.0329095,120,0.07,7.7,20.35607817,Excellent
2115,,"12°53'35""","79°22'15""",17-10-2015,384.519457,12,44,107,299,2,376,151,0.74,7.6,70.30872306,Poor
2116,,"13°01'45""","78°51'55""",18-10-2015,779,3,22,44,219,4,78,88,1.31,7.6,111.2991459,Not suitable
2117,,"12°59'35""","78°44'45""",19-10-2015,654,4,22,61,138,6,78,87,1.24,7.7,108.2672815,Not suitable
2118,,"12°57'20""","78°47'05""",20-10-2015,813,28,38,57,173,6,142,65,1.26,7.7,110.9210994,Not suitable
2119,,"12°49'00""","78°44'10""",21-10-2015,589,4,30,49,115,5,85,101,1.49,7.9,127.8432256,Not suitable
2120,,"12°47'35""","78°53'00""",22-10-2015,688,7,58,56,115,5,121,91,0.93,7.8,84.60825458,Very poor
2121,,"12°50'38""","78°55'49""",23-10-2015,384.519457,28,96,134,345,7,383,288,1.2,7.8,113.046829,Not suitable
2122,,"12°42'17""","78°48'58""",24-10-2015,705,4,74,39,127,7,195,96,0.45,7.8,47.71263163,Good
2123,,"12°47'30""","78°52'48""",25-10-2015,733,6,88,51,115,4,113,61,1.11,8.1,99.97086904,Very poor
2124,,"12°29'00""","78°34'20""",26-10-2015,918,1,20,56,253,5,199,109,0.41,8.1,45.70763582,Good
2125,,"13°05'02""","79°43'10""",27-10-2015,742,9,18,24,242,3,103,38,0.85,8.5,79.59991359,Very poor
2126,,"13°08'56""","79°42'17""",28-10-2015,384.519457,6,56,92,322,5.964226244,340,175,0.09,8.1,24.14496418,Excellent
2127,,"13°08'29""","79°36'40""",29-10-2015,939,2,56,56,219,7,291,112,0.71,7.8,68.88412107,Poor
2128,,"13°10'05""","79°40'40""",30-10-2015,634,10,38,32,161,2,106,49,0.57,7.9,54.18445677,Poor
2129,,"13°05'20""","79°31'00""",31-10-2015,388,4,60,54,5,2,74,41,0.09,7.7,16.41798495,Excellent
2130,,"12°57'40""","79°32'05""",01-11-2015,384.519457,2,176,73,265,4,189.0329095,175,0.02,7.6,14.81234666,Excellent
2131,,"13°02'20""","79°37'40""",02-11-2015,384.519457,20,38,43,184,5.964226244,213,104,0.02,7.9,14.69288668,Excellent
2132,,"13°00'30""","79°29'30""",03-11-2015,384.519457,6,164,109,173,4,496,180,0.5,7.5,53.59625097,Poor
2133,,"12°50'40""","79°06'40""",04-11-2015,379,1,92,9,41,2,32,28,1,8,87.00593915,Very poor
2134,,"12°59'51""","79°28'25""",05-11-2015,384.519457,5,60,58,186.7503982,9,189.0329095,180,0.78,8.1,77.25578003,Very poor
2135,,"12°51'54""","79°03'43""",06-11-2015,384.519457,20,92,131,472,14,189.0329095,242,0.96,7.8,97.57876444,Very poor
2136,,"12°45'15""","79°09'18""",07-11-2015,384.519457,27,172,52.24729367,276,11,189.0329095,228,0.7,7.5,70.7980067,Poor
2137,,"13°05'02""","79°43'10""",08-11-2015,384.519457,26,32,32,437,5.964226244,255,132,0.51,8.1,54.18416663,Poor
2138,,"13°02'23""","79°40'06""",09-11-2015,384.519457,14,48,44,186.7503982,5.964226244,447,154,0.7,7.9,67.90935678,Poor
2139,,"13°08'56""","79°42'17""",10-11-2015,384.519457,3,64,68,368,5.964226244,319,115,0.33,7.5,37.87076973,Good
2140,,"13°11'19""","79°39'18""",11-11-2015,748,16,104,21,138,6,199,57,0.75,7.9,71.03451641,Poor
2141,,"13°10'05""","79°40'40""",12-11-2015,482,1,36,34,104,2,85,25,0.71,8.1,65.80077034,Poor
2142,,"12°45'10""","79°09'10""",13-11-2015,384.519457,15,100,96,129,6,259,96,1,8.4,97.32582228,Very poor
2143,,"13°05'20""","79°31'00""",14-11-2015,291,3,40,32,23,1,43,23,0.42,7.4,38.19438932,Good
2144,,"12°57'40""","79°32'05""",15-11-2015,384.519457,1,40,66,253,2,355,95,0.45,7.4,43.72990803,Good
2145,,"13°02'20""","79°37'40""",16-11-2015,384.519457,26,58.75113122,41,403,12,189.0329095,106,0.37,7.8,45.37424833,Good
2146,,"13°00'30""","79°29'30""",17-11-2015,703,17,82,56,69,29,160,67,0.48,7.8,63.21615826,Poor
2147,,"12°51'50""","79°03'40""",18-11-2015,384.519457,8,52,95,288,3,411,168,1.21,8.1,109.8331173,Not suitable
2148,,"12°53'27""","79°30'50""",19-11-2015,384.519457,6,176,32,311,5.964226244,411,115,0.61,7.3,58.22690717,Poor
2149,,"12°48'00""","79°17'00""",20-11-2015,930,23,70,50,138,5.964226244,124,63,0.74,7.7,70.29252618,Poor
2150,,"12°39'30""","79°23'42""",21-11-2015,384.519457,25,84,90,391,32,468,206,0.04,7.7,33.23232614,Good
2151,,"12°46'00""","79°23'05""",22-11-2015,384.519457,48,128,90,230,5,482,170,0.1,7.7,24.45688102,Excellent
2152,,"12°48'00""","79°21'25""",23-11-2015,384.519457,4,104,32,311,8,284,94,1.07,7.9,97.49656657,Very poor
2153,,"12°45'25""","79°18'35""",24-11-2015,727,11,38,55,150,1,199,95,0.35,8.3,40.4008057,Good
2154,,"12°52'35""","79°15'45""",25-11-2015,332,1,52,26,37,6,53,20,1.7,7.9,143.3137516,Not suitable
2155,,"12°48'40""","79°14'15""",26-11-2015,292,2,46,11,46,14,28,7,0.4,8.6,49.93642769,Good
2156,,"12°51'55""","79°22'25""",27-11-2015,924,3,44,45,242,5,337,85,0.8,8.1,75.99049531,Very poor
2157,,"12°45'35""","79°18'35""",28-11-2015,384.519457,56,80,83,311,5.964226244,383,166,0.17,8.4,33.9998101,Good
2158,,"12°48'50""","79°14'50""",29-11-2015,523,15,60,12,92,30,96,39,0.24,8.6,47.17474882,Good
2159,,"12°46'10""","79°25'20""",30-11-2015,384.519457,6,80,95,288,2,432,286,0.27,7.8,34.88088485,Good
2160,,"12°49'35""","79°18'30""",01-12-2015,384.519457,54,58.75113122,102,368,4,189.0329095,186,0.08,7.3,19.74548345,Excellent
2161,,"12°58'00""","79°03'00""",02-12-2015,778,5,90,30,161,6,145,58,0.2,8,28.71086357,Good
2162,,"12°58'10""","79°04'10""",03-12-2015,384.519457,36,88,75,472,12,189.0329095,137,0.11,7.8,27.88800256,Good
2163,,"13°07'50""","79°15'35""",04-12-2015,620,1,28,39,161,2,121,46,1.2,8.3,105.5070137,Not suitable
2164,,"13°06'25""","79°25'25""",05-12-2015,579,10,42,35,120,2,152,59,0.38,8,40.20521686,Good
2165,,"12°59'80""","79°18'10""",06-12-2015,795,6,64,23,207,7,142,54,0.33,7.4,35.10191439,Good
2166,,"13°02'45""","79°24'10""",07-12-2015,932,17,68,29,207,5.964226244,163,69,0.1,7.5,18.14665079,Excellent
2167,,"13°01'30""","79°02'20""",08-12-2015,409,1,10,41,87,6,50,40,0.69,8.3,67.55300885,Poor
2168,,"12°58'10""","79°04'10""",09-12-2015,749,17,38,54,156,5,188,83,0.53,7.8,53.67434682,Poor
2169,,"13°06'50""","79°25'20""",10-12-2015,384.519457,30,76,54,322,3,390,170,0.14,7.6,22.66530237,Excellent
2170,,"13°01'45""","79°14'00""",11-12-2015,384.519457,14,114,50,196,14,291,83,0.05,8.3,25.07647312,Good
2171,,"13°03'15""","79°20'00""",12-12-2015,384.519457,40,132,58,345,2,404,149,0.08,7.7,19.46421389,Excellent
2172,,"12°52'27""","79°23'50""",13-12-2015,531,5,68,30,92,4,64,13,0.68,8.4,66.71344721,Poor
2173,,"12°57'10""","78°59'20""",14-12-2015,384.519457,3,164,51,184,5,383,250,1,7.5,89.8879101,Very poor
2174,,"12°58'05""","79°12'25""",15-12-2015,504,1,34,58,81,2,67,42,1.7,8.5,146.4140962,Not suitable
2175,,"12°56'33""","79°11'49""",16-12-2015,384.519457,26,116,107,253,14,404,182,0.69,7.6,74.42771979,Poor
2176,,"12°57'30""","79°17'00""",17-12-2015,842,16,62,45,150,5.964226244,163,69,0.17,7.7,25.3796914,Good
2177,,"12°55'00""","79°12'00""",18-12-2015,510,14,80,12,83,6,110,44,1.7,8.4,146.7770806,Not suitable
2178,,"12°58'05""","79°12'25""",19-12-2015,734,3,42,44,173,10,223,43,0.74,8.1,73.54475682,Poor
2179,,"12°53'35""","79°22'15""",20-12-2015,384.519457,27,92,36,276,36,277,246,0.37,8.5,62.92443855,Poor
2180,,"12°58'40""","79°24'35""",21-12-2015,384.519457,24,60,68,311,5.964226244,312,144,0.69,8.5,72.64363805,Poor
2181,,"12°53'20""","78°46'00""",22-12-2015,384.519457,7,188,39,322,5.964226244,496,120,0.02,7.5,14.26560359,Excellent
2182,,"12°59'45""","78°54'40""",23-12-2015,712,10,44,55,150,2,78,86,1.68,7.7,140.5884748,Not suitable
2183,,"13°01'50""","78°10'48""",24-12-2015,805,13,114,26,150,4,135,68,0.67,7.4,60.94399263,Poor
2184,,"12°55'05""","79°03'00""",25-12-2015,384.519457,8,120,90,265,5.964226244,468,86,0.12,8.3,28.46588343,Good
2185,,"12°55'05""","79°03'00""",26-12-2015,384.519457,101,58.75113122,112,186.7503982,25,189.0329095,144,0.12,7.4,36.71313149,Good
2186,,"12°53'35""","79°22'15""",27-12-2015,560,8,46,35,97,30,71,36,0.41,8.6,61.11089746,Poor
2187,,"13°01'45""","78°51'55""",28-12-2015,689,14,62,51,115,5,124,62,0.56,7.9,56.46773515,Poor
2188,,"12°59'35""","78°44'45""",29-12-2015,384.519457,5,58.75113122,95,368,11,189.0329095,55,0.59,7.3,60.73930152,Poor
2189,,"12°57'20""","78°47'05""",30-12-2015,384.519457,6,112,46,230,8,355,85,1.2,7.5,105.9967821,Not suitable
